task,image_id,attribute,image_path,mask_path,image_width,image_height,mask_width,mask_height,size_match,image_error,mask_error,status
task2,002472,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002472.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002472_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002473,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002473.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002473_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002474,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002474.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002474_attribute_milia_like_cyst.png,960,645,960,645,True,,,OK
task2,002475,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002475.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002475_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002476,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002476.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002476_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002477,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002477.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002477_attribute_milia_like_cyst.png,2048,1536,2048,1536,True,,,OK
task2,002478,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002478.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002478_attribute_milia_like_cyst.png,6641,4440,6641,4440,True,,,OK
task2,002479,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002479.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002479_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002480,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002480.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002480_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002481,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002481.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002481_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002482,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002482.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002482_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002483,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002483.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002483_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002484,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002484.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002484_attribute_milia_like_cyst.png,1022,767,1022,767,True,,,OK
task2,002485,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002485.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002485_attribute_milia_like_cyst.png,6648,4459,6648,4459,True,,,OK
task2,002486,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002486.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002486_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002487,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002487.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002487_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002488,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002488.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002488_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002489,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002489.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002489_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002490,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002490.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002490_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002491,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002491.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002491_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002492,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002492.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002492_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002493,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002493.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002493_attribute_milia_like_cyst.png,961,649,961,649,True,,,OK
task2,002494,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002494.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002494_attribute_milia_like_cyst.png,6668,4439,6668,4439,True,,,OK
task2,002495,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002495.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002495_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002496,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002496.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002496_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002497,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002497.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002497_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002498,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002498.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002498_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002499,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002499.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002499_attribute_milia_like_cyst.png,2304,1536,2304,1536,True,,,OK
task2,002500,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002500.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002500_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002501,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002501.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002501_attribute_milia_like_cyst.png,919,802,919,802,True,,,OK
task2,002502,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002502.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002502_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002503,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002503.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002503_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002504,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002504.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002504_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002505,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002505.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002505_attribute_milia_like_cyst.png,3872,2592,3872,2592,True,,,OK
task2,002506,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002506.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002506_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002507,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002507.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002507_attribute_milia_like_cyst.png,1028,753,1028,753,True,,,OK
task2,002508,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002508.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002508_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002509,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002509.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002509_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002510,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002510.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002510_attribute_milia_like_cyst.png,6688,4459,6688,4459,True,,,OK
task2,002511,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002511.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002511_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002512,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002512.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002512_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002513,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002513.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002513_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002514,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002514.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002514_attribute_milia_like_cyst.png,6648,4439,6648,4439,True,,,OK
task2,002515,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002515.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002515_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002516,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002516.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002516_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002517,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002517.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002517_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002518,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002518.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002518_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002519,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002519.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002519_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002520,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002520.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002520_attribute_milia_like_cyst.png,2048,1536,2048,1536,True,,,OK
task2,002521,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002521.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002521_attribute_milia_like_cyst.png,6648,4439,6648,4439,True,,,OK
task2,002522,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002522.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002522_attribute_milia_like_cyst.png,6668,4418,6668,4418,True,,,OK
task2,002523,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002523.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002523_attribute_milia_like_cyst.png,2565,2000,2565,2000,True,,,OK
task2,002524,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002524.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002524_attribute_milia_like_cyst.png,919,802,919,802,True,,,OK
task2,002525,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002525.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002525_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002526,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002526.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002526_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002527,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002527.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002527_attribute_milia_like_cyst.png,2048,1536,2048,1536,True,,,OK
task2,002528,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002528.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002528_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002529,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002529.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002529_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002530,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002530.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002530_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002531,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002531.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002531_attribute_milia_like_cyst.png,6708,4439,6708,4439,True,,,OK
task2,002532,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002532.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002532_attribute_milia_like_cyst.png,2583,2096,2583,2096,True,,,OK
task2,002533,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002533.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002533_attribute_milia_like_cyst.png,2304,1536,2304,1536,True,,,OK
task2,002534,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002534.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002534_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002535,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002535.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002535_attribute_milia_like_cyst.png,6648,4419,6648,4419,True,,,OK
task2,002536,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002536.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002536_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002537,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002537.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002537_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002538,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002538.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002538_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002539,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002539.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002539_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002540,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002540.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002540_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002541,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002541.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002541_attribute_milia_like_cyst.png,3024,2016,3024,2016,True,,,OK
task2,002542,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002542.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002542_attribute_milia_like_cyst.png,3872,2592,3872,2592,True,,,OK
task2,002543,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002543.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002543_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002544,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002544.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002544_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002545,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002545.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002545_attribute_milia_like_cyst.png,2592,1944,2592,1944,True,,,OK
task2,002546,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002546.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002546_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002547,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002547.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002547_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002548,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002548.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002548_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002549,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002549.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002549_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002550,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002550.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002550_attribute_milia_like_cyst.png,3024,2016,3024,2016,True,,,OK
task2,002551,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002551.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002551_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002552,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002552.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002552_attribute_milia_like_cyst.png,2344,1330,2344,1330,True,,,OK
task2,002553,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002553.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002553_attribute_milia_like_cyst.png,1044,986,1044,986,True,,,OK
task2,002554,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002554.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002554_attribute_milia_like_cyst.png,6708,4439,6708,4439,True,,,OK
task2,002555,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002555.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002555_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002556,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002556.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002556_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002557,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002557.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002557_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002558,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002558.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002558_attribute_milia_like_cyst.png,6668,4439,6668,4439,True,,,OK
task2,002559,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002559.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002559_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002560,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002560.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002560_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002561,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002561.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002561_attribute_milia_like_cyst.png,767,576,767,576,True,,,OK
task2,002562,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002562.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002562_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002563,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002563.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002563_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002564,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002564.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002564_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002565,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002565.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002565_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002566,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002566.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002566_attribute_milia_like_cyst.png,2048,1536,2048,1536,True,,,OK
task2,002567,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002567.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002567_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002568,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002568.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002568_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002569,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002569.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002569_attribute_milia_like_cyst.png,6648,4419,6648,4419,True,,,OK
task2,002570,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002570.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002570_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002571,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002571.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002571_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002572,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002572.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002572_attribute_milia_like_cyst.png,1022,767,1022,767,True,,,OK
task2,002573,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002573.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002573_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002574,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002574.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002574_attribute_milia_like_cyst.png,767,576,767,576,True,,,OK
task2,002575,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002575.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002575_attribute_milia_like_cyst.png,6687,4439,6687,4439,True,,,OK
task2,002576,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002576.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002576_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002577,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002577.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002577_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002578,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002578.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002578_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002579,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002579.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002579_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002580,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002580.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002580_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002581,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002581.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002581_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002582,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002582.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002582_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002583,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002583.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002583_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002584,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002584.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002584_attribute_milia_like_cyst.png,919,802,919,802,True,,,OK
task2,002585,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002585.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002585_attribute_milia_like_cyst.png,3872,2592,3872,2592,True,,,OK
task2,002586,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002586.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002586_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002587,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002587.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002587_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002588,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002588.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002588_attribute_milia_like_cyst.png,6681,4422,6681,4422,True,,,OK
task2,002589,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002589.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002589_attribute_milia_like_cyst.png,2469,2232,2469,2232,True,,,OK
task2,002590,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002590.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002590_attribute_milia_like_cyst.png,3872,2592,3872,2592,True,,,OK
task2,002591,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002591.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002591_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002592,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002592.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002592_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002593,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002593.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002593_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
